COMBUSTÍVEL;ANO;REGIÃO;ESTADO;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez;TOTAL
GASOLINA C (m3);2005;REGIÃO NORTE;RORAIMA;3580,1;2793,75;3649,5;4161,95;3980,75;2760,8;3755,6;3995,2;43405,65;3607,75;3275,15;4059,8;3785,3
GASOLINA C (m3);2005;REGIÃO NORTE;PARÁ;31598,509;32210,164;33973,506;36062,345;36055,554;35427,532;33473,428;34908,933;38295,171;403298,983;30034,147;28589,966;32669,728
GASOLINA C (m3);2005;REGIÃO NORTE;AMAPÁ;4870,05;4498,3;5019,9;4922,35;4622,3;5253,2;5186,35;4628,841;5365,228;5213,1;57911,219;4424,35;3907,25
GASOLINA C (m3);2005;REGIÃO NORTE;TOCANTINS;8933,688;10617,622;10241,541;11033,909;11098,79;12576,822;11796,211;11315,22;9412,217;9217,878;11330,856;127963,266;10388,512
GASOLINA C (m3);2005;REGIÃO NORDESTE;MARANHÃO;23351,776;20794,319;23364,906;22296,704;23335,378;24185,677;24701,785;26478,687;25295,146;24258,795;23695,912;27386,878;289145,963
GASOLINA C (m3);2005;REGIÃO NORDESTE;PIAUÍ;173735,648;13950,362;12552,45;13979,373;13268,956;13756,927;14363,287;14771,613;15430,722;15573,242;14408,742;14376,748;17303,226
GASOLINA C (m3);2005;REGIÃO NORDESTE;CEARÁ;49862,67;509174,84;41710,622;38892,331;40864,617;39811,92;41214,799;42902,603;42955,061;44723,735;42342,369;41955,096;41939,017
GASOLINA C (m3);2005;REGIÃO NORDESTE;RIO GRANDE DO NORTE;21087,66;23824,516;257801,126;23730,959;19978,432;22417,26;20898,467;21805,688;20966,883;21379,531;22438,656;21255,621;18017,453
GASOLINA C (m3);2005;REGIÃO NORDESTE;PARAÍBA;20989,708;21922,102;26006,282;267905,945;22021,477;19972,038;22535,872;21636,955;21863,206;22275,989;22137,855;23185,332;23359,129
GASOLINA C (m3);2005;REGIÃO NORDESTE;PERNAMBUCO;51558,509;52782,66;50721,533;61008,593;629655,097;52186,867;48340,193;54724,881;51298,554;52221,261;50295,541;49803,863;54712,642
GASOLINA C (m3);2005;REGIÃO NORDESTE;ALAGOAS;14056,401;14060,351;13193,258;13786,746;15631,436;167044,647;14663,06;13165,97;14481,463;14046,071;13423,46;13344,168;13192,263
GASOLINA C (m3);2005;REGIÃO NORDESTE;SERGIPE;12749,764;13799,893;14012,011;12937,72;13443,331;15482,426;162960,027;13899,996;12554,689;13974,146;13026,906;13450,201;13628,944
GASOLINA C (m3);2005;REGIÃO NORDESTE;BAHIA;84169,179;80827,856;85445,799;82938,704;80448,134;79859,97;96526,634;992721,729;85057,383;73814,76;85264,664;78014,429;80354,217
GASOLINA C (m3);2005;REGIÃO SUDESTE;MINAS GERAIS;213884,224;215755,417;220106,823;226449,322;225421,343;204831,638;208009,187;241682,997;2580236,02;201591,416;194438,62;216524,66;211540,373
GASOLINA C (m3);2005;REGIÃO SUDESTE;ESPÍRITO SANTO;34831,938;34972,745;35414,411;35147,059;37010,045;35806,88;34018,246;33380,287;42304,692;431178,089;37292,361;33882,932;37116,493
GASOLINA C (m3);2005;REGIÃO SUDESTE;RIO DE JANEIRO;154521,498;142452,8;141166,119;142226,613;139506,696;147158,98;148562,102;137194,947;138192,914;165712,529;1739318,622;147426,659;135196,765
GASOLINA C (m3);2005;REGIÃO SUDESTE;SÃO PAULO;540210,582;610238,053;589855,454;589441,557;584973,253;561376,359;593417,325;576880,56;559519,422;570625,98;646149,476;6935243,184;512555,163
GASOLINA C (m3);2005;REGIÃO SUL;PARANÁ;127580,029;136381,76;147905,192;146228,676;147647,232;145773,752;143831,976;162848,238;142975,414;130628,137;133371,292;159285,79;1724457,488
GASOLINA C (m3);2005;REGIÃO SUL;SANTA CATARINA;1353068,925;111910,643;105662,2;116243,215;106739,686;107457,947;106937,199;107703,972;114040,926;109800,071;102404,783;120639,938;143528,345
GASOLINA C (m3);2005;REGIÃO SUL;RIO GRANDE DO SUL;184473,192;1906624,807;156785,476;146682,618;189990,071;135355,25;158572,817;154148,859;158390,935;163936,203;153587,582;150239,292;154462,512
GASOLINA C (m3);2005;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;25448,105;29969,255;318863,336;25427,829;23919,918;28319,515;25933,877;27199,096;25762,336;26797,851;27487,741;27892,226;24705,587
GASOLINA C (m3);2005;REGIÃO CENTRO-OESTE;MATO GROSSO;29564,915;29585,895;32821,218;372597,065;29262,413;29248,223;33159,273;31072;31062,161;30895,624;31382,792;32719,537;31823,014
GASOLINA C (m3);2005;REGIÃO CENTRO-OESTE;GOIÁS;76927,935;69166,356;71381,085;80508,907;879473,092;66304,989;65697,947;78473,939;67733,711;74667,26;75151,603;75636,087;77823,273
GASOLINA C (m3);2005;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;63588,64;62204,6;58296,971;57547,293;63113,595;710505,216;50111,624;51757,881;63408,996;60723,717;60511,293;62077,229;57163,377
GASOLINA C (m3);2006;REGIÃO NORTE;RONDÔNIA;15637,411;16904,934;16026,644;16127,425;15228,628;16592,24;180781,711;13372,49;12672,664;14471,711;13452,948;14710,004;15584,612
GASOLINA C (m3);2006;REGIÃO NORTE;ACRE;4312,826;4648,152;5280,805;5390,802;5062,211;4938,235;4965,07;54125,469;3683,73;3583,686;4053,791;3840,611;4365,55
GASOLINA C (m3);2006;REGIÃO NORTE;AMAZONAS;27765,021;27278,817;26616,953;30515,436;29980,813;29612,681;29329,509;30273,248;332061,528;23874,409;24049,233;27169,604;25595,804
GASOLINA C (m3);2006;REGIÃO NORTE;RORAIMA;3713;3784;3868;3650;4494;4816;4299;4120;4187;48344,95;3871,05;3569,9;3973
GASOLINA C (m3);2006;REGIÃO NORTE;PARÁ;34543,228;31907,59;34523,525;35666,096;36170,702;39058,487;40299,446;39189,902;37867,851;42083,52;435939,377;34142,415;30486,615
GASOLINA C (m3);2006;REGIÃO NORTE;AMAPÁ;4563,634;4930,3;4746,962;5220,45;5004,981;5171,454;6361,15;6295,55;5728,95;5698,776;5923,55;64644,757;4999
GASOLINA C (m3);2006;REGIÃO NORTE;TOCANTINS;9274,168;9126,852;10461,44;10149,383;11052,455;10898,272;12769,428;12280,624;12832,686;11054,174;10659,19;12700,999;133259,671
GASOLINA C (m3);2006;REGIÃO NORDESTE;MARANHÃO;306351,738;24606,966;22903,416;24387,656;22408,081;24178,234;24316,361;25472,805;27797,27;27950,923;27234,328;26156,037;28939,661
GASOLINA C (m3);2006;REGIÃO NORDESTE;PIAUÍ;19309,941;195720,647;16166,768;13838,55;15078,567;14342,104;15457,225;15972,88;16362,484;17280,31;17622,934;17356,141;16932,743
GASOLINA C (m3);2006;REGIÃO NORDESTE;CEARÁ;44867,955;49644,948;530568,079;43037,169;40439,56;41269,087;41593,268;43525,892;41951,551;43689,199;47237,621;47368,793;45943,036
GASOLINA C (m3);2006;REGIÃO NORDESTE;RIO GRANDE DO NORTE;23560,661;22253,955;24301,89;266639,721;22392,975;20454,012;22047,198;19917,74;22080,884;21508,137;21200,975;23818,261;23103,033
GASOLINA C (m3);2006;REGIÃO NORDESTE;PARAÍBA;24829,84;24748,685;23321,096;26265,723;281008,494;23390,01;21107,435;22563,559;22014,256;22652,662;23345,842;22785,782;23983,604
GASOLINA C (m3);2006;REGIÃO NORDESTE;PERNAMBUCO;56263,791;56544,898;56428,066;52857,826;56155,612;637645,566;53410,625;48269,086;54198,108;48089,162;52451,084;51703,446;51273,862
GASOLINA C (m3);2006;REGIÃO NORDESTE;ALAGOAS;13172,839;14916,184;15412,009;14563,436;13945,211;14608,427;168899,387;14617,244;13334,571;14052,145;13143,952;13682,648;13450,721
GASOLINA C (m3);2006;REGIÃO NORDESTE;SERGIPE;13993,842;12725,708;14968,474;14800,735;14249,283;14354,027;16039,42;170814,527;14528,708;13513,511;14606,112;13096,554;13938,153
GASOLINA C (m3);2006;REGIÃO NORDESTE;BAHIA;82375,676;83018,146;79469,698;85806,245;85456,551;82347,016;81432,766;97384,019;1006425,234;87909,025;80039,184;84084,437;77102,471
GASOLINA C (m3);2006;REGIÃO SUDESTE;MINAS GERAIS;213519,19;224399,326;217836,75;223555,746;233897,268;230777,2;228967,191;222944,642;263628,438;2698050,56;215849,058;202865,435;219810,316
GASOLINA C (m3);2006;REGIÃO SUDESTE;ESPÍRITO SANTO;38645,678;35526,199;37386,298;36037,79;37609,162;38434,983;39571,899;38608,964;38298,898;46093,57;461645,144;38047,083;37384,62
GASOLINA C (m3);2006;REGIÃO SUDESTE;RIO DE JANEIRO;135486,217;143692,262;134728,726;136725,717;129622,307;132452,49;137297,772;140474,817;137164,8;133889,827;155969,821;1660802,986;143298,23
GASOLINA C (m3);2006;REGIÃO SUDESTE;SÃO PAULO;540321,394;550134,084;615765,614;599551,824;611857,529;574508,006;559654,244;605442,046;590027,422;588774,628;567319,629;638304,319;7041660,739
GASOLINA C (m3);2006;REGIÃO SUL;PARANÁ;1645806,401;132396,745;131399,34;141531,235;135684,076;137112,974;130725,529;130068,334;140252,634;137611,486;138167,385;134882,847;155973,816
GASOLINA C (m3);2006;REGIÃO SUL;SANTA CATARINA;144765,067;1478528,474;125393,67;125005,441;134355,115;122908,433;114276,604;112181,357;116427,353;120762,825;126573,571;119669,492;116209,546
GASOLINA C (m3);2006;REGIÃO SUL;RIO GRANDE DO SUL;155948,186;183275,558;1898189,895;157783,341;154399,325;157208,088;151967,267;157303,305;153090,689;151160,03;159725,507;157858,45;158470,149
GASOLINA C (m3);2006;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;26981,736;25838,578;29872,876;318707,129;25568,397;24471,589;26985,866;25488,934;26270,849;24418,53;26182,403;28013,506;28613,865
GASOLINA C (m3);2006;REGIÃO CENTRO-OESTE;MATO GROSSO;32436,703;30708,831;30376,606;33036,193;364957,357;28371,163;27867,675;29410,055;29479,857;30757,178;29302,623;30783,27;32427,203
GASOLINA C (m3);2006;REGIÃO CENTRO-OESTE;GOIÁS;76071,29;76000,53;73292,239;71476,695;81901,488;890038,412;74299,64;68500,564;76320,198;74177,003;75197,007;70340,095;72461,663
GASOLINA C (m3);2006;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;57433,852;63548,467;64236,847;64584,82;60771,151;64776,873;736015,526;52252,294;55474,065;64740,953;59829,875;64139,287;64227,042
GASOLINA C (m3);2007;REGIÃO NORTE;RONDÔNIA;16399,48184;16925,14932;17390,66723;16008,37377;17317,33939;15835,57248;18087,4881;192110,8651;14054,817;13551,79191;15411,89701;15247,39504;15880,89198
GASOLINA C (m3);2007;REGIÃO NORTE;ACRE;4882,678978;5042,390294;5397,269159;5516,290699;5195,105288;5634,259833;5317,674661;5656,527833;59986,72776;4278,233261;3912,676078;4554,722889;4598,898782
GASOLINA C (m3);2007;REGIÃO NORTE;AMAZONAS;27996,888;29775,58521;29891,82596;28426,44304;32633,14092;28775,32087;32350,67201;29977,64958;32209,38465;354301,3337;26137,83801;26223,7927;29902,79275
GASOLINA C (m3);2007;REGIÃO NORTE;RORAIMA;4621,942167;4277,812049;4166,936502;4082,018451;4418,762651;4591,376093;4005,317283;4508,701725;4886,439444;4933,187902;52591,94383;4161,088457;3938,361105
GASOLINA C (m3);2007;REGIÃO NORTE;PARÁ;34134,92332;38715,37291;37474,14616;39831,8785;40828,26897;43555,4565;43580,01541;40395,83704;45477,05043;43974,36085;46611,6603;493385,9782;38807,0078
GASOLINA C (m3);2007;REGIÃO NORTE;AMAPÁ;5407,35603;5002,937986;5828,642399;5464,842052;5957,163294;5710,693218;5891,142946;6769,865884;6160,566541;6817,459918;6567,877726;6761,545814;72340,09381
GASOLINA C (m3);2007;REGIÃO NORTE;TOCANTINS;157048,5928;12803,20047;11119,70428;12589,16968;12696,46161;13335,19792;13076,12671;14816,50724;13503,56135;12335,74627;13491,14458;12642,62818;14639,1445
GASOLINA C (m3);2007;REGIÃO NORDESTE;MARANHÃO;30905,62353;327629,2383;27413,6862;23308,30797;26069,53912;25621,50031;26783,93808;26654,65864;28420,13091;29411,7838;25272,2866;29867,17909;27900,60401
GASOLINA C (m3);2007;REGIÃO NORDESTE;PIAUÍ;17927,28135;20532,69729;213323,7692;18584,81561;16115,04222;17072,59608;17323,70022;17230,34496;17067,60337;17988,48416;18439,94406;16309,22886;18732,03108
GASOLINA C (m3);2007;REGIÃO NORDESTE;CEARÁ;48480,19257;48689,69774;51163,03002;552584,7577;46743,69711;40993,813;44943,3598;43078,82399;45231,51571;45108,31092;46669,60075;47342,31581;44140,4003
GASOLINA C (m3);2007;REGIÃO NORDESTE;RIO GRANDE DO NORTE;21284,39714;24054,72165;23541,26234;25428,7222;272333,3413;23220,67122;20700,19745;22420,21728;21168,16618;22589,02585;22212,26724;22369,3266;23344,36614
GASOLINA C (m3);2007;REGIÃO NORDESTE;PARAÍBA;25790,4838;24280,9139;27238,59949;26432,05387;29504,16205;301021,9554;25191,47261;21953,52254;24236,86752;22961,29585;24025,0178;24794,78988;24612,7761
GASOLINA C (m3);2007;REGIÃO NORDESTE;PERNAMBUCO;50343,23738;48397,44849;47199,21762;56661,90868;54125,11697;59011,46827;621960,222;55614,28248;50369,38183;53679,23328;47296,2844;49252,34265;50010,29996
GASOLINA C (m3);2007;REGIÃO NORDESTE;ALAGOAS;13290,03888;12878,67025;13677,43652;12412,49284;14326,15629;13844,09507;14817,87542;163490,3535;14706,30197;13005,74163;13870,32276;13123,10736;13538,11447
GASOLINA C (m3);2007;REGIÃO NORDESTE;SERGIPE;14246,60611;14618,34729;13887,97317;14889,19039;13597,39393;16031,64759;14933,33792;16350,76245;176382,2865;15576,884;13350,75568;14873,05787;14026,33008
GASOLINA C (m3);2007;REGIÃO NORDESTE;BAHIA;82177,36731;80565,07616;85405,75318;77719,90205;79045,36366;74745,4217;85565,80638;77398,83008;89217,32822;988911,7886;93160,68297;77897,80269;86012,45421
GASOLINA C (m3);2007;REGIÃO SUDESTE;MINAS GERAIS;237633,1113;229326,2061;236942,7297;233030,1919;237895,9982;241099,5697;226152,6198;246817,3606;234559,8647;267045,1567;2827568,22;224400,0139;212665,3978
GASOLINA C (m3);2007;REGIÃO SUDESTE;ESPÍRITO SANTO;37610,39371;39240,70262;37831,90563;38715,69408;38610,3214;39011,59117;41250,92701;36227,57793;42199,31475;39401,71259;44540,12987;474983,7663;40343,49555
GASOLINA C (m3);2007;REGIÃO SUDESTE;RIO DE JANEIRO;131168,6746;130295,6777;145497,9265;132101,9991;133635,5287;133807,7001;132296,1342;139022,5345;130817,6889;140782,6825;133499,188;152225,9734;1635151,708
GASOLINA C (m3);2007;REGIÃO SUDESTE;SÃO PAULO;7153912,53;559463,0489;541452,4033;622086,3873;581697,2163;613093,1375;601823,1032;585626,9738;609542,6401;572173,8772;623376,6415;586261,3299;657315,7712
GASOLINA C (m3);2007;REGIÃO SUL;PARANÁ;157981,4247;1639229,439;131591,4971;122115,0331;141969,5104;134296,2119;138698,5093;134269;131978,6688;138544,1262;129475,4577;142548,9645;135761,0356
GASOLINA C (m3);2007;REGIÃO SUL;SANTA CATARINA;111236,9611;129211,6286;1339062,329;116942,3122;105558,1517;113059,0264;109464,8305;109848,1702;107395,0193;106473,2938;112288,5685;102707,4031;114876,9638
GASOLINA C (m3);2007;REGIÃO SUL;RIO GRANDE DO SUL;170834,5146;165253,2725;191344,0301;1967365,597;162052,1866;147562,4215;166448,7632;161786,8005;167171,3416;156340,3174;157420,0016;167924,9187;153227,0286
GASOLINA C (m3);2007;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;26090,47029;28824,57994;27090,25759;31552,05447;328961,3226;26523,6941;24128,78864;28239,53424;27262,43115;27997,4864;26084,29646;27362,55135;27805,17801
GASOLINA C (m3);2007;REGIÃO CENTRO-OESTE;MATO GROSSO;29871,47466;27453,88541;29903,3472;27560,18451;30184,69586;347660,3952;28586,509;25451,53976;30380,16752;30075,92711;29993,84902;28552,81776;29645,99737
GASOLINA C (m3);2007;REGIÃO CENTRO-OESTE;GOIÁS;74045,72599;75149,95994;70184,13938;74858,66176;73164,93495;80835,08711;880459,813;72806,80648;66367,54951;74314,77812;72046,06007;74712,5664;71973,54327
GASOLINA C (m3);2007;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;60931,49336;56806,68445;63114,30543;56513,91482;59613,03823;59036,09843;65195,17146;731690,2632;57155,83041;56196,8689;69736,04265;62921,51707;64469,29799
GASOLINA C (m3);2008;REGIÃO NORTE;RONDÔNIA;16840,19966;16849,64099;18956,99213;18755,30631;19445,39922;19569,54905;17385,98546;20160,84512;211211,337;15545,11177;15017,81431;16057,36894;16627,124
GASOLINA C (m3);2008;REGIÃO NORTE;ACRE;5357,153824;5690,79463;5661,533659;6349,293386;6214,797415;6596,748362;6766,34823;5758,853355;6714,458185;69961,94518;5026,524157;4705,368231;5120,071745
GASOLINA C (m3);2008;REGIÃO NORTE;AMAZONAS;29934,88981;30919,23332;32305,54181;31495,96623;33171,62615;35086,7041;34287,38738;36993,37723;31344,9665;36196,30351;388553,2604;28970,88395;27846,38037
GASOLINA C (m3);2008;REGIÃO NORTE;RORAIMA;4455,766817;4639,980003;5006,526675;4808,61176;4750,383494;5504,533945;5502,145839;6076,732834;5700,02039;5131,824883;6230,607319;62254,19093;4447,056972
GASOLINA C (m3);2008;REGIÃO NORTE;PARÁ;42578,24524;39903,30491;41405,89437;42798,15352;43567,72417;44115,28028;50370,19201;49259,69861;52703,38016;52620,19156;45363,48371;54393,7403;559079,2888
GASOLINA C (m3);2008;REGIÃO NORTE;AMAPÁ;82509,62793;6124,859273;5743,959364;6177,649597;6425,850343;6487,317178;6548,127696;6997,659742;7310,717568;8025,708414;7832,178848;6791,735028;8043,864875
GASOLINA C (m3);2008;REGIÃO NORTE;TOCANTINS;16145,62844;174092,4359;13246,75677;12555,80444;12951,71452;13704,188;14212,49895;14196,68633;16638,63135;15125,04906;16431,67082;15626,34191;13257,4653
GASOLINA C (m3);2008;REGIÃO NORDESTE;MARANHÃO;29931,87244;36040,70015;371604,6571;29604,51468;26815,6397;27459,23992;27577,34435;28587,84055;28757,28088;32881,38907;33068,81691;35535,824;35344,19445
GASOLINA C (m3);2008;REGIÃO NORDESTE;PIAUÍ;23179,32264;19500,39086;25279,36928;246146,2931;20539,74434;17332,47748;17834,70496;18250,78748;18736,20912;19215,02801;22005,39951;21523,84193;22749,01749
GASOLINA C (m3);2008;REGIÃO NORDESTE;CEARÁ;56794,58548;57386,19944;50380,42265;60264,96909;615539,6603;49694,10719;44869,56134;46315,08729;46973,92537;48664,33956;47354,03217;53085,37335;53757,05734
GASOLINA C (m3);2008;REGIÃO NORDESTE;RIO GRANDE DO NORTE;25197,57103;27871,71734;28346,87073;24814,21399;29921,53176;304051,8073;25541,43794;21969,09031;22931,51495;23102,87802;22882,86733;22696,6081;28775,50581
GASOLINA C (m3);2008;REGIÃO NORDESTE;PARAÍBA;28727,56638;29115,47967;31586,06452;32408,69466;28028,30038;33798,90964;341331,3543;28275,50602;25016,9573;25656,39918;26087,84724;25845,36476;26784,2645
GASOLINA C (m3);2008;REGIÃO NORDESTE;PERNAMBUCO;51922,52063;56751,58908;58329,95695;62930,83836;63085,81281;56119,76594;65441,88259;676940,0409;55079,75408;50631,23703;52961,7339;52406,60536;51278,34417
GASOLINA C (m3);2008;REGIÃO NORDESTE;ALAGOAS;12937,89083;12506,1076;14336,55302;14981,04871;16332,15202;16400,6952;14044,24117;16566,01566;172374,6343;14671,20901;13064,0332;13058,87711;13475,81079
GASOLINA C (m3);2008;REGIÃO NORDESTE;SERGIPE;15680,79815;15488,846;15421,65666;16284,803;16326,44702;17781,68879;18117,43443;16120,0395;19282,35082;197333,2693;16811,26566;15091,4265;14926,51281
GASOLINA C (m3);2008;REGIÃO NORDESTE;BAHIA;84353,34114;81931,94933;82012,03087;83965,35132;88089,00398;85716,61109;92895,34244;93670,3788;80676,05328;99895,80297;1050094,404;96459,06202;80429,47675
GASOLINA C (m3);2008;REGIÃO SUDESTE;MINAS GERAIS;220922,638;232632,1696;241172,1909;242624,6596;232030,4158;253313,2214;243678,9982;252974,2703;261939,3269;231567,3308;276139,5963;2924880,571;235885,7533
GASOLINA C (m3);2008;REGIÃO SUDESTE;ESPÍRITO SANTO;42775,82385;38854,36898;38326,75156;40760,83229;38891,86915;37737,7761;41442,36018;39431,68214;41940,38774;43573,1025;36380,54408;45176,31219;485291,8108
GASOLINA C (m3);2008;REGIÃO SUDESTE;RIO DE JANEIRO;1616429,481;137754,3814;122873,3974;135373,9899;133672,3679;131774,3979;127177,5237;137387,5926;132829,9966;134349,2365;143151,0327;127764,4854;152321,0792
GASOLINA C (m3);2008;REGIÃO SUDESTE;SÃO PAULO;651891,7202;7020308,362;557232,6366;554229,8073;586665,3925;593212,5875;579073,8489;560305,0166;594201,4651;577749,5833;596100,9064;607001,7624;562643,6356
GASOLINA C (m3);2008;REGIÃO SUL;PARANÁ;135470,9117;166689,0593;1699665,491;134848,327;130643,7131;135966,3483;141287,9821;139722,5068;135282,7567;144767,5635;140052,4822;145922,596;149011,2447
GASOLINA C (m3);2008;REGIÃO SUL;SANTA CATARINA;118521,1819;108289,0323;138219,9526;1375977,988;117009,9591;111827,4988;111878,8853;114169,4086;108692,7716;106354,2196;115553,9644;109527,7925;115933,3216
GASOLINA C (m3);2008;REGIÃO SUL;RIO GRANDE DO SUL;179735,0663;185789,5636;172444,1727;212438,7238;2121884,889;174215,6228;163343,5029;173326,4306;173689,1853;171497,031;167127,2099;176465,9576;171812,423
GASOLINA C (m3);2008;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;30157,91681;32070,87681;32972,65947;28431,58358;35021,13136;356358,4858;26758,56484;26669,05701;27856,52474;29050,96425;29254,71347;27818,44072;30296,05277
GASOLINA C (m3);2008;REGIÃO CENTRO-OESTE;MATO GROSSO;29426,32591;30767,85004;32714,31275;32624,17654;28318,32725;33178,41891;355889,1551;26956,50818;25307,42537;28644,32679;29200,38542;29703,42869;29047,66926
GASOLINA C (m3);2008;REGIÃO CENTRO-OESTE;GOIÁS;74168,74378;81309,24951;77954,26673;79245,99852;81722,92628;73285,37496;86261,82552;921928,7344;73243,89849;69297,2486;72097,588;76624,68599;76716,92799
GASOLINA C (m3);2008;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;65839,77465;64421,62237;63363,99002;67460,19589;68392,83258;70523,44271;62338,30622;67280,438;773089,4356;55539,58933;57385,78052;67367,38137;63176,08191
GASOLINA C (m3);2009;REGIÃO NORTE;RONDÔNIA;18366,433;18188,055;19114,4;20808,95;20379,25;20749,56;21873,483;20045,178;23290,444;233616,6354;17091,65269;15820,2748;17888,9549
GASOLINA C (m3);2009;REGIÃO NORTE;ACRE;5691,02779;5821;5755;6017;6992,5;6435;6962;7174,5;6422,6;7570,436;75724,20274;5534,583371;5348,555581
GASOLINA C (m3);2009;REGIÃO NORTE;AMAZONAS;28728,17068;31636,45134;32834,867;32796,321;32548,631;36599,917;34898,013;34792,397;37502,39;33557,006;38171,31;403312,3091;29246,83503
